scientificName,n_prot_areas,mean_coverage,taxonKey,kingdom,phylum,order,class,genus,family,species,rank,includes
"Camponotus vagus (Scopoli, 1763)",1,,1313740,Animalia,Arthropoda,Hymenoptera,Insecta,Camponotus,Formicidae,Camponotus vagus,SPECIES,"1313740: Camponotus vagus (Scopoli, 1763)"
Canna generalis L.H.Bailey,1,,5602664,Plantae,Tracheophyta,Zingiberales,Liliopsida,Canna,Cannaceae,Canna generalis,SPECIES,5602664: Canna generalis L.H.Bailey
Capsicum annuum L.,1,,2932944,Plantae,Tracheophyta,Solanales,Magnoliopsida,Capsicum,Solanaceae,Capsicum annuum,SPECIES,2932944: Capsicum annuum L.
"Cardinalis cardinalis (Linnaeus, 1758)",1,,2490384,Animalia,Chordata,Passeriformes,Aves,Cardinalis,Cardinalidae,Cardinalis cardinalis,SPECIES,"2490384: Cardinalis cardinalis (Linnaeus, 1758)"
Carex grayi Carey,1,,2726360,Plantae,Tracheophyta,Poales,Liliopsida,Carex,Cyperaceae,Carex grayi,SPECIES,2726360: Carex grayi Carey
"Carpodacus sibiricus (Pallas, 1773)",1,,7690055,Animalia,Chordata,Passeriformes,Aves,Carpodacus,Fringillidae,Carpodacus sibiricus,SPECIES,"7690055: Carpodacus sibiricus (Pallas, 1773)"
Catalpa ovata G.Don,1,,3172613,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Catalpa,Bignoniaceae,Catalpa ovata,SPECIES,3172613: Catalpa ovata G.Don
Caucalis platycarpos L.,1,,3034523,Plantae,Tracheophyta,Apiales,Magnoliopsida,Caucalis,Apiaceae,Caucalis platycarpos,SPECIES,3034523: Caucalis platycarpos L.
Centaurea diluta Ait.,1,,3129010,Plantae,Tracheophyta,Asterales,Magnoliopsida,Centaurea,Asteraceae,Centaurea diluta,SPECIES,3129010: Centaurea diluta Ait. | 4207003: Centaurea algeriensis Dur. & Coss.
Centaurea melitensis L.,1,,3128091,Plantae,Tracheophyta,Asterales,Magnoliopsida,Centaurea,Asteraceae,Centaurea melitensis,SPECIES,3128091: Centaurea melitensis L.
Centaurea nigrescens Willd.,1,,3128228,Plantae,Tracheophyta,Asterales,Magnoliopsida,Centaurea,Asteraceae,Centaurea nigrescens,SPECIES,3128228: Centaurea nigrescens Willd. | 4926248: Centaurea jacea subsp. nigrescens (Willd.) Čelak. | 8936249: Centaurea nigrescens var. microptilon A.Martinis
Centaurea paniculata L.,1,,3127613,Plantae,Tracheophyta,Asterales,Magnoliopsida,Centaurea,Asteraceae,Centaurea paniculata,SPECIES,3127613: Centaurea paniculata L.
Cephalaria gigantea (Ledeb.) Bobrov,1,,2888797,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Cephalaria,Caprifoliaceae,Cephalaria gigantea,SPECIES,2888797: Cephalaria gigantea (Ledeb.) Bobrov
Cephalaria syriaca Schrad.,1,,8355821,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Cephalaria,Caprifoliaceae,Cephalaria syriaca,SPECIES,2888796: Cephalaria syriaca (L.) Roem. & Schult.
Cercis siliquastrum L.,1,,5353590,Plantae,Tracheophyta,Fabales,Magnoliopsida,Cercis,Fabaceae,Cercis siliquastrum,SPECIES,5353590: Cercis siliquastrum L.
Chenopodium giganteum D.Don,1,,3756077,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Chenopodium,Amaranthaceae,Chenopodium giganteum,SPECIES,3756077: Chenopodium giganteum D.Don
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,1,,3083903,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Chenopodium,Amaranthaceae,Chenopodium opulifolium,SPECIES,3083903: Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz
"Chloephaga poliocephala P.L.Sclater, 1857",1,,5232423,Animalia,Chordata,Anseriformes,Aves,Chloephaga,Anatidae,Chloephaga poliocephala,SPECIES,"5232423: Chloephaga poliocephala P.L.Sclater, 1857"
Cichorium calvum Sch.Bip. ex Aschers.,1,,5392271,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cichorium,Asteraceae,Cichorium calvum,SPECIES,5392271: Cichorium calvum Sch.Bip. ex Aschers.
"Cipangopaludina chinensis (Gray, 1833)",1,,9738098,Animalia,Mollusca,Architaenioglossa,Gastropoda,Cipangopaludina,Viviparidae,Cipangopaludina chinensis,SPECIES,"7951273: Bellamya chinensis (Gray, 1834)"
Cladanthus mixtus (L.) Chevall.,1,,3110767,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cladanthus,Asteraceae,Cladanthus mixtus,SPECIES,3110782: Anthemis mixta L.
Clerodendrum trichotomum Thunb.,1,,2925366,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Clerodendrum,Lamiaceae,Clerodendrum trichotomum,SPECIES,2925366: Clerodendrum trichotomum Thunb.
"Colinus virginianus (Linnaeus, 1758)",1,,9791464,Animalia,Chordata,Galliformes,Aves,Colinus,Odontophoridae,Colinus virginianus,SPECIES,"9791464: Colinus virginianus (Linnaeus, 1758)"
Conringia planisiliqua Fisch. & C.A.Mey.,1,,3040928,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Conringia,Brassicaceae,Conringia planisiliqua,SPECIES,3040928: Conringia planisiliqua Fisch. & C.A.Mey.
Consolida orientalis (J.Gay) R.Schrödinger,1,,3033828,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Consolida,Ranunculaceae,Consolida orientalis,SPECIES,3033829: Delphinium orientale Gay | 7277406: Consolida hispanica (Costa) Greuter & Burdet
"Coracias abyssinicus Hermann, 1783",1,,2475373,Animalia,Chordata,Coraciiformes,Aves,Coracias,Coraciidae,Coracias abyssinicus,SPECIES,"2475373: Coracias abyssinicus Hermann, 1783"
Coronilla scorpioides Koch,1,,5348644,Plantae,Tracheophyta,Fabales,Magnoliopsida,Coronilla,Fabaceae,Coronilla scorpioides,SPECIES,5348644: Coronilla scorpioides Koch
Cota austriaca Sch.Bip.,1,,5390636,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cota,Asteraceae,Cota austriaca,SPECIES,3102828: Anthemis austriaca Jacq.
Cotoneaster conspicuus Comber ex Marquand,1,,3025875,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster conspicuus,SPECIES,3025875: Cotoneaster conspicuus Comber ex Marquand
Crataegus persimilis Sarg.,1,,3015457,Plantae,Tracheophyta,Rosales,Magnoliopsida,Crataegus,Rosaceae,Crataegus persimilis,SPECIES,3015457: Crataegus persimilis Sarg.
"Crithagra mozambica (P.L.Statius Müller, 1776)",1,,6100996,Animalia,Chordata,Passeriformes,Aves,Crithagra,Fringillidae,Crithagra mozambica,SPECIES,"6100996: Crithagra mozambica (P.L.Statius Müller, 1776)"
Crocosmia crocosmiiflora (Nicholson) N.E.Br.,1,,2747939,Plantae,Tracheophyta,Asparagales,Liliopsida,Crocosmia,Iridaceae,Crocosmia crocosmiiflora,SPECIES,2747939: Crocosmia crocosmiiflora (Nicholson) N.E.Br.
"Ctenolepisma lineata (Fabricius, 1775)",1,,1421095,Animalia,Arthropoda,Zygentoma,Insecta,Ctenolepisma,Lepismatidae,Ctenolepisma lineata,SPECIES,"1421095: Ctenolepisma lineata (Fabricius, 1775)"
Cucumis sativus L.,1,,2874569,Plantae,Tracheophyta,Cucurbitales,Magnoliopsida,Cucumis,Cucurbitaceae,Cucumis sativus,SPECIES,2874569: Cucumis sativus L.
"Cyanochen cyanoptera (Ruppell, 1845)",1,,2498380,Animalia,Chordata,Anseriformes,Aves,Cyanochen,Anatidae,Cyanochen cyanoptera,SPECIES,"2498380: Cyanochen cyanoptera (Ruppell, 1845)"
Cyclachaena xanthiifolia Fresen.,1,,3141890,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cyclachaena,Asteraceae,Cyclachaena xanthiifolia,SPECIES,5696453: Iva xanthifolia Nutt.
Cymbalaria pallida Wettst.,1,,5559837,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Cymbalaria,Plantaginaceae,Cymbalaria pallida,SPECIES,5559837: Cymbalaria pallida Wettst.
"Cynomys ludovicianus (Ord, 1815)",1,,2437232,Animalia,Chordata,Rodentia,Mammalia,Cynomys,Sciuridae,Cynomys ludovicianus,SPECIES,"2437232: Cynomys ludovicianus (Ord, 1815)"
Cyperus longus subsp. longus,1,,7070211,Plantae,Tracheophyta,Poales,Liliopsida,Cyperus,Cyperaceae,Cyperus longus,SUBSPECIES,7070211: Cyperus longus subsp. longus
Cyrtomium falcatum (L.f.) C.Presl,1,,2650829,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Cyrtomium,Dryopteridaceae,Cyrtomium falcatum,SPECIES,2650829: Cyrtomium falcatum (L.f.) C.Presl
Dactyloctenium aegyptium (L.) Willd.,1,,2706188,Plantae,Tracheophyta,Poales,Liliopsida,Dactyloctenium,Poaceae,Dactyloctenium aegyptium,SPECIES,2706188: Dactyloctenium aegyptium (L.) Willd.
Dasypyrum villosum (L.) P.Candargy,1,,7810452,Plantae,Tracheophyta,Poales,Liliopsida,Dasypyrum,Poaceae,Dasypyrum villosum,SPECIES,7810452: Dasypyrum villosum (L.) P.Candargy
Daucus aureus Desf.,1,,6027382,Plantae,Tracheophyta,Apiales,Magnoliopsida,Daucus,Apiaceae,Daucus aureus,SPECIES,6027382: Daucus aureus Desf.
Decaisnea insignis Hook.f. & Thomson,1,,5686494,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Decaisnea,Lardizabalaceae,Decaisnea insignis,SPECIES,5686494: Decaisnea insignis Hook.f. & Thomson
Delphinium elatum L.,1,,3033757,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Delphinium,Ranunculaceae,Delphinium elatum,SPECIES,3033757: Delphinium elatum L.
"Dendrocoelum romanodanubiale (Codreanu, 1949)",1,,4344674,Animalia,Platyhelminthes,Tricladida,,Dendrocoelum,Dendrocoelidae,Dendrocoelum romanodanubiale,SPECIES,"4344674: Dendrocoelum romanodanubiale (Codreanu, 1949)"
"Dendrocygna eytoni (Eyton, 1838)",1,,2498405,Animalia,Chordata,Anseriformes,Aves,Dendrocygna,Anatidae,Dendrocygna eytoni,SPECIES,"2498405: Dendrocygna eytoni (Eyton, 1838)"
"Diadumene lineata (Verrill, 1869)",1,,4283395,Animalia,Cnidaria,Actiniaria,Anthozoa,Diadumene,Diadumenidae,Diadumene lineata,SPECIES,"4283395: Diadumene lineata (Verrill, 1869)"
Dianthus superbus L.,1,,6363496,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Dianthus,Caryophyllaceae,Dianthus superbus,SPECIES,6363496: Dianthus superbus L.
Dichondra argentea Willd.,1,,2928668,Plantae,Tracheophyta,Solanales,Magnoliopsida,Dichondra,Convolvulaceae,Dichondra argentea,SPECIES,2928668: Dichondra argentea Willd.
Diplachne fusca subsp. fascicularis (Lam.) P.M.Peterson & N.Snow,1,,8257546,Plantae,Tracheophyta,Poales,Liliopsida,Diplachne,Poaceae,Diplachne fusca,SUBSPECIES,8257546: Diplachne fusca subsp. fascicularis (Lam.) P.M.Peterson & N.Snow
Dipsacus strigosus Willd.,1,,7443846,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Dipsacus,Caprifoliaceae,Dipsacus strigosus,SPECIES,4104284: Dipsacus strigosus Willd. ex Roem. & Schult.
Dryopteris cycadina (Franch. & Sav.) C.Chr.,1,,7319302,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Dryopteris,Dryopteridaceae,Dryopteris cycadina,SPECIES,7319302: Dryopteris cycadina (Franch. & Sav.) C.Chr.
Dysphania schraderiana (Schult.) Mosyakin & Clemants,1,,5568322,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Dysphania,Amaranthaceae,Dysphania schraderiana,SPECIES,3083909: Chenopodium schraderianum Roem. ex Schult.
Ecballium elaterium A.Rich.,1,,2874680,Plantae,Tracheophyta,Cucurbitales,Magnoliopsida,Ecballium,Cucurbitaceae,Ecballium elaterium,SPECIES,2874680: Ecballium elaterium A.Rich.
Echinochloa colona (L.) Link,1,,2702812,Plantae,Tracheophyta,Poales,Liliopsida,Echinochloa,Poaceae,Echinochloa colona,SPECIES,2702812: Echinochloa colona (L.) Link
Echinochloa esculenta (A.Braun) H.Scholz,1,,2702798,Plantae,Tracheophyta,Poales,Liliopsida,Echinochloa,Poaceae,Echinochloa esculenta,SPECIES,2702798: Echinochloa esculenta (A.Braun) H.Scholz
Echinochloa oryzoides (Ard.) Fritsch,1,,2702820,Plantae,Tracheophyta,Poales,Liliopsida,Echinochloa,Poaceae,Echinochloa oryzoides,SPECIES,2702817: Echinochloa oryzicola Vasinger
Elaeagnus pungens C.P.Thunb. ex A.Murray,1,,8214730,Plantae,Tracheophyta,Rosales,Magnoliopsida,Elaeagnus,Elaeagnaceae,Elaeagnus pungens,SPECIES,3039270: Elaeagnus pungens Thunb. | 8214730: Elaeagnus pungens C.P.Thunb. ex A.Murray
Eleocharis engelmannii Steud.,1,,2716838,Plantae,Tracheophyta,Poales,Liliopsida,Eleocharis,Cyperaceae,Eleocharis engelmannii,SPECIES,2716838: Eleocharis engelmannii Steud.
Eleusine tristachya (Lam.) Lam.,1,,2705955,Plantae,Tracheophyta,Poales,Liliopsida,Eleusine,Poaceae,Eleusine tristachya,SPECIES,2705955: Eleusine tristachya (Lam.) Lam.
Ellisiophyllum pinnatum Makino,1,,7333320,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ellisiophyllum,Plantaginaceae,Ellisiophyllum pinnatum,SPECIES,7333320: Ellisiophyllum pinnatum Makino
Elymus canadensis L.,1,,5290282,Plantae,Tracheophyta,Poales,Liliopsida,Elymus,Poaceae,Elymus canadensis,SPECIES,5290282: Elymus canadensis L.
Epimedium pinnatum DC.,1,,8044946,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Epimedium,Berberidaceae,Epimedium pinnatum,SPECIES,8044946: Epimedium pinnatum DC.
Equisetum scirpoides Michx.,1,,2687948,Plantae,Tracheophyta,Equisetales,Polypodiopsida,Equisetum,Equisetaceae,Equisetum scirpoides,SPECIES,2687948: Equisetum scirpoides Michx.
Eragrostis pectinacea (Michx.) Nees,1,,2705420,Plantae,Tracheophyta,Poales,Liliopsida,Eragrostis,Poaceae,Eragrostis pectinacea,SPECIES,2705420: Eragrostis pectinacea (Michx.) Nees
Erodium stephanianum Willd.,1,,3829143,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Erodium,Geraniaceae,Erodium stephanianum,SPECIES,3829143: Erodium stephanianum Willd.
Eryngium bourgatii Gouan,1,,7318448,Plantae,Tracheophyta,Apiales,Magnoliopsida,Eryngium,Apiaceae,Eryngium bourgatii,SPECIES,7318448: Eryngium bourgatii Gouan
"Euborellia annulipes (H.F.Lucas, 1847)",1,,1419894,Animalia,Arthropoda,Dermaptera,Insecta,Euborellia,Anisolabididae,Euborellia annulipes,SPECIES,"1419894: Euborellia annulipes (H.F.Lucas, 1847)"
Euphorbia epithymoides L.,1,,3066112,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Euphorbia,Euphorbiaceae,Euphorbia epithymoides,SPECIES,3066112: Euphorbia epithymoides L.
Euphorbia heterophylla L.,1,,3064495,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Euphorbia,Euphorbiaceae,Euphorbia heterophylla,SPECIES,3064495: Euphorbia heterophylla L.
Euphorbia vermiculata Raf.,1,,3069300,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Euphorbia,Euphorbiaceae,Euphorbia vermiculata,SPECIES,3069300: Euphorbia vermiculata Raf.
Eutrochium purpureum (L.) E.E.Lamont,1,,3138192,Plantae,Tracheophyta,Asterales,Magnoliopsida,Eutrochium,Asteraceae,Eutrochium purpureum,SPECIES,5401611: Eupatorium purpureum L.
"Falco cherrug J.E.Gray, 1834",1,,2481034,Animalia,Chordata,Falconiformes,Aves,Falco,Falconidae,Falco cherrug,SPECIES,"2481034: Falco cherrug J.E.Gray, 1834"
Fatsia japonica Decne. & Planch.,1,,3039046,Plantae,Tracheophyta,Apiales,Magnoliopsida,Fatsia,Araliaceae,Fatsia japonica,SPECIES,3039046: Fatsia japonica (Thunb.) Decne. & Planch. | 3039046: Fatsia japonica Decne. & Planch.
Forsythia viridissima Lindl.,1,,5415053,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Forsythia,Oleaceae,Forsythia viridissima,SPECIES,5415053: Forsythia viridissima Lindl.
Fraxinus angustifolia subsp. oxycarpa (Willd.) Franco & Rocha Afonso,1,,6432925,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Fraxinus,Oleaceae,Fraxinus angustifolia,SUBSPECIES,7963470: Fraxinus angustifolia f. monophylla (Dippel) Rehder | 6432925: Fraxinus angustifolia subsp. oxycarpa (Willd.) Franco & Rocha Afonso
Fumaria bastardii Boreau,1,,9228111,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Fumaria,Papaveraceae,Fumaria bastardii,SPECIES,9228111: Fumaria bastardii Boreau
Galanthus woronowii Losinsk.,1,,2855439,Plantae,Tracheophyta,Asparagales,Liliopsida,Galanthus,Amaryllidaceae,Galanthus woronowii,SPECIES,2855439: Galanthus woronowii Losinsk.
Gaultheria procumbens L.,1,,2882753,Plantae,Tracheophyta,Ericales,Magnoliopsida,Gaultheria,Ericaceae,Gaultheria procumbens,SPECIES,2882753: Gaultheria procumbens L.
Geranium carolinianum L.,1,,2890623,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium carolinianum,SPECIES,2890623: Geranium carolinianum L.
Geranium dalmaticum x macrorrhizum,1,,10661581,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium dalmaticum x macrorrhizum,SPECIES,2890995: Geranium ×cantabrigiense Yeo
Geranium ibericum x platypetalum,1,,10173593,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium ibericum x platypetalum,SPECIES,2889980: Geranium ×magnificum Hyl.
Gilia tricolor Benth.,1,,5341558,Plantae,Tracheophyta,Ericales,Magnoliopsida,Gilia,Polemoniaceae,Gilia tricolor,SPECIES,5341558: Gilia tricolor Benth.
Glandularia aristigera (S.Moore) Tronc.,1,,5667614,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Glandularia,Verbenaceae,Glandularia aristigera,SPECIES,5667614: Glandularia aristigera (S.Moore) Tronc.
Glycine max (L.) Merr.,1,,5359660,Plantae,Tracheophyta,Fabales,Magnoliopsida,Glycine,Fabaceae,Glycine max,SPECIES,5359660: Glycine max (L.) Merr.
"Gracupica nigricollis (Paykull, 1807)",1,,5845390,Animalia,Chordata,Passeriformes,Aves,Gracupica,Sturnidae,Gracupica nigricollis,SPECIES,"5845390: Gracupica nigricollis (Paykull, 1807)"
Graptemys pseudogeographica pseudogeographica,1,,7190901,Animalia,Chordata,Testudines,Reptilia,Graptemys,Emydidae,Graptemys pseudogeographica,SUBSPECIES,7190901: Graptemys pseudogeographica pseudogeographica
Grindelia squarrosa (Pursh) Dunal,1,,3146219,Plantae,Tracheophyta,Asterales,Magnoliopsida,Grindelia,Asteraceae,Grindelia squarrosa,SPECIES,3146219: Grindelia squarrosa (Pursh) Dunal
"Gryllus bimaculatus De Geer, 1773",1,,1713034,Animalia,Arthropoda,Orthoptera,Insecta,Gryllus,Gryllidae,Gryllus bimaculatus,SPECIES,"1713034: Gryllus bimaculatus De Geer, 1773"
Gymnosporangium sabinae (Dicks.) G.Winter,1,,2516137,Fungi,Basidiomycota,Pucciniales,Pucciniomycetes,Gymnosporangium,Pucciniaceae,Gymnosporangium sabinae,SPECIES,2516137: Gymnosporangium sabinae (Dicks.) G.Winter
"Gyrodactylus proterorhini Ergens, 1967",1,,5740285,Animalia,Platyhelminthes,Gyrodactylidea,Monogenea,Gyrodactylus,Gyrodactylidae,Gyrodactylus proterorhini,SPECIES,"5740285: Gyrodactylus proterorhini Ergens, 1967"
"Haliaeetus vocifer (Daudin, 1800)",1,,2480454,Animalia,Chordata,Accipitriformes,Aves,Haliaeetus,Accipitridae,Haliaeetus vocifer,SPECIES,"2480454: Haliaeetus vocifer (Daudin, 1800)"
Halimium alyssoides K.Koch,1,,7331240,Plantae,Tracheophyta,Malvales,Magnoliopsida,Cistus,Cistaceae,Halimium alyssoides,SPECIES,7331240: Halimium alyssoides K.Koch
"Hasarius adansoni (Audouin, 1826)",1,,2177741,Animalia,Arthropoda,Araneae,Arachnida,Hasarius,Salticidae,Hasarius adansoni,SPECIES,"2177741: Hasarius adansoni (Audouin, 1826)"
Helianthus petiolaris Nutt.,1,,3119225,Plantae,Tracheophyta,Asterales,Magnoliopsida,Helianthus,Asteraceae,Helianthus petiolaris,SPECIES,3119225: Helianthus petiolaris Nutt.
Helichrysum petiolare Hilliard & B.L.Burtt,1,,3131367,Plantae,Tracheophyta,Asterales,Magnoliopsida,Helichrysum,Asteraceae,Helichrysum petiolare,SPECIES,3131367: Helichrysum petiolare Hilliard & B.L.Burtt
Heuchera micrantha Douglas ex Lindl.,1,,3032646,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Heuchera,Saxifragaceae,Heuchera micrantha,SPECIES,3032646: Heuchera micrantha Douglas ex Lindl.
Hippocrepis emerus (L.) Lassen,1,,5353705,Plantae,Tracheophyta,Fabales,Magnoliopsida,Hippocrepis,Fabaceae,Hippocrepis emerus,SPECIES,5353705: Hippocrepis emerus (L.) Lassen | 5631307: Coronilla emerus L.
"Holocnemus pluchei (Scopoli, 1763)",1,,2149679,Animalia,Arthropoda,Araneae,Arachnida,Holocnemus,Pholcidae,Holocnemus pluchei,SPECIES,"2149679: Holocnemus pluchei (Scopoli, 1763)"
Hydrocotyle novae-zeelandiae DC.,1,,3636471,Plantae,Tracheophyta,Apiales,Magnoliopsida,Hydrocotyle,Apiaceae,Hydrocotyle novae-zeelandiae,SPECIES,3636471: Hydrocotyle novae-zeelandiae DC.
Hydrocotyle verticillata Thunb.,1,,3034602,Plantae,Tracheophyta,Apiales,Magnoliopsida,Hydrocotyle,Apiaceae,Hydrocotyle verticillata,SPECIES,3034602: Hydrocotyle verticillata Thunb.
Hyoscyamus albus L.,1,,2928979,Plantae,Tracheophyta,Solanales,Magnoliopsida,Hyoscyamus,Solanaceae,Hyoscyamus albus,SPECIES,2928979: Hyoscyamus albus L.
"Hypophthalmichthys nobilis (Richardson, 1845)",1,,2362486,Animalia,Chordata,Cypriniformes,Actinopterygii,Hypophthalmichthys,Cyprinidae,Hypophthalmichthys nobilis,SPECIES,"2362486: Hypophthalmichthys nobilis (Richardson, 1845)"
Ilex ×altaclerensis (Loud.) Dallim.,1,,5930559,Plantae,Tracheophyta,Aquifoliales,Magnoliopsida,Ilex,Aquifoliaceae,Ilex altaclerensis,SPECIES,5930559: Ilex ×altaclerensis (Loud.) Dallim.
Juglans cinerea L.,1,,3054352,Plantae,Tracheophyta,Fagales,Magnoliopsida,Juglans,Juglandaceae,Juglans cinerea,SPECIES,3054352: Juglans cinerea L.
Kalanchoe blossfeldiana Poelln.,1,,2985944,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Kalanchoe,Crassulaceae,Kalanchoe blossfeldiana,SPECIES,2985944: Kalanchoe blossfeldiana Poelln.
Koenigia fennica (Reiersen) T.M.Schust. & Reveal,1,,8773480,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Koenigia,Polygonaceae,Koenigia fennica,SPECIES,4035232: Aconogonon fennicum Reiersen
"Lamprotornis chalybaeus Hemprich & Ehrenberg, 1828",1,,2489071,Animalia,Chordata,Passeriformes,Aves,Lamprotornis,Sturnidae,Lamprotornis chalybaeus,SPECIES,"2489071: Lamprotornis chalybaeus Hemprich & Ehrenberg, 1828"
"Lamprotornis purpureus (Statius Muller, 1776)",1,,2489080,Animalia,Chordata,Passeriformes,Aves,Lamprotornis,Sturnidae,Lamprotornis purpureus,SPECIES,"2489080: Lamprotornis purpureus (Statius Muller, 1776)"
"Lamprotornis splendidus (Vieillot, 1822)",1,,2489089,Animalia,Chordata,Passeriformes,Aves,Lamprotornis,Sturnidae,Lamprotornis splendidus,SPECIES,"2489089: Lamprotornis splendidus (Vieillot, 1822)"
"Latrodectus mactans (Fabricius, 1775)",1,,2157949,Animalia,Arthropoda,Araneae,Arachnida,Latrodectus,Theridiidae,Latrodectus mactans,SPECIES,"2157949: Latrodectus mactans (Fabricius, 1775)"
Leonurus quinquelobatus Gilib.,1,,7307492,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Leonurus,Lamiaceae,Leonurus quinquelobatus,SPECIES,7307492: Leonurus quinquelobatus Gilib.
Lepidium bonariense L.,1,,5376925,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Lepidium,Brassicaceae,Lepidium bonariense,SPECIES,5376925: Lepidium bonariense L.
Leucothoe fontanesiana (Steud.) Sleumer,1,,5333354,Plantae,Tracheophyta,Ericales,Magnoliopsida,Leucothoe,Ericaceae,Leucothoe fontanesiana,SPECIES,5333354: Leucothoe fontanesiana (Steud.) Sleumer
Limnanthes douglasii R.Br.,1,,5334527,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Limnanthes,Limnanthaceae,Limnanthes douglasii,SPECIES,5334527: Limnanthes douglasii R.Br.
Limnobium laevigatum (Willd.) Heine,1,,5329643,Plantae,Tracheophyta,Alismatales,Liliopsida,Limnobium,Hydrocharitaceae,Limnobium laevigatum,SPECIES,5329643: Limnobium laevigatum (Willd.) Heine
Linaria triornithophora (L.) Willd.,1,,7848321,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Linaria,Plantaginaceae,Linaria triornithophora,SPECIES,7538068: Linaria triornithophora (L.) Cav.
"Linepithema humile (Mayr, 1868)",1,,1316908,Animalia,Arthropoda,Hymenoptera,Insecta,Linepithema,Formicidae,Linepithema humile,SPECIES,"1316908: Linepithema humile (Mayr, 1868)"
Linum austriacum subsp. austriacum,1,,7293222,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Linum,Linaceae,Linum austriacum,SUBSPECIES,7293222: Linum austriacum subsp. austriacum
Lobelia siphilitica L.,1,,5409120,Plantae,Tracheophyta,Asterales,Magnoliopsida,Lobelia,Campanulaceae,Lobelia siphilitica,SPECIES,5409120: Lobelia siphilitica L.
Lolium rigidum Gaudin,1,,2706218,Plantae,Tracheophyta,Poales,Liliopsida,Lolium,Poaceae,Lolium rigidum,SPECIES,2706218: Lolium rigidum Gaudin | 9231612: Lolium subulatum Vis.
Lomelosia stellata Raf.,1,,4102909,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Lomelosia,Caprifoliaceae,Lomelosia stellata,SPECIES,2888804: Scabiosa stellata L.
Lonicera chrysantha Turcz.,1,,8242349,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Lonicera,Caprifoliaceae,Lonicera chrysantha,SPECIES,5334246: Lonicera chrysantha Turcz. ex Ledeb.
"Lophura leucomelanos (Latham, 1790)",1,,5227993,Animalia,Chordata,Galliformes,Aves,Lophura,Phasianidae,Lophura leucomelanos,SPECIES,"5227993: Lophura leucomelanos (Latham, 1790)"
Lupinus albus L.,1,,2964167,Plantae,Tracheophyta,Fabales,Magnoliopsida,Lupinus,Fabaceae,Lupinus albus,SPECIES,2964167: Lupinus albus L.
Lycium chinense Mill.,1,,2928809,Plantae,Tracheophyta,Solanales,Magnoliopsida,Lycium,Solanaceae,Lycium chinense,SPECIES,2928809: Lycium chinense Mill.
Lysimachia monellii (L.) U.Manns & Anderb.,1,,7862391,Plantae,Tracheophyta,Ericales,Magnoliopsida,Lysimachia,Primulaceae,Lysimachia monellii,SPECIES,3169306: Anagallis monellii L.
